/m/08966;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/05lf_;0;0
/m/01hww_;/music/performance_role/regular_performances./music/group_membership/group;/m/01q99h;0;0
/m/09v3jyg;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0f8l9c;0;0
/m/02jx1;/location/location/contains;/m/013t85;0;0
/m/02jx1;/location/location/contains;/m/0m0bj;0;0
/m/02bfmn;/film/actor/film./film/performance/film;/m/04ghz4m;0;0
/m/05zrvfd;/award/award_category/nominees./award/award_nomination/nominated_for;/m/04y9mm8;0;0
/m/060bp;/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office;/m/04j53;0;0
/m/07l450;/film/film/genre;/m/082gq;0;0
/m/07h1h5;/sports/pro_athlete/teams./sports/sports_team_roster/team;/m/029q3k;0;0
/m/0djb3vw;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0jgd;0;0
/m/031y2;/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer;/m/0dxmyh;0;0
/m/01d8l;/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal;/m/02lq67;0;0
/m/0ydpd;/location/location/time_zones;/m/02hcv8;0;0
/m/0738b8;/people/person/places_lived./people/place_lived/location;/m/02xry;0;0
/m/070xg;/sports/sports_team/colors;/m/01g5v;0;0
/m/0mwk9;/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency;/m/09nqf;0;0
/m/09306z;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/0sxkh;0;0
/m/0kbws;/olympics/olympic_games/participating_countries;/m/027jk;0;0
/m/0kbws;/olympics/olympic_games/participating_countries;/m/04vjh;0;0
/m/017j69;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/01mkq;0;0
/m/07z1m;/location/statistical_region/religions./location/religion_percentage/religion;/m/0631_;0;0
/m/03gqgt3;/military/military_conflict/combatants./military/military_combatant_group/combatants;/m/0d060g;0;0
/m/01c9f2;/award/award_category/winners./award/award_honor/ceremony;/m/01bx35;0;0
/m/01c9f2;/award/award_category/winners./award/award_honor/ceremony;/m/01s695;0;0
/m/01lp8;/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy;/m/04n6k;0;0
/m/01xwqn;/influence/influence_node/influenced_by;/m/0121rx;0;0
/m/065ym0c;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/07ssc;0;0
/m/06kxk2;/people/person/place_of_birth;/m/01_d4;0;0
/m/08q1tg;/people/cause_of_death/people;/m/0lcx;0;0
/m/037fqp;/education/educational_institution/school_type;/m/04399;0;0
/m/0xxc;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/01lj9;0;0
/m/01l_pn;/film/film/prequel;/m/01y9jr;0;0
/m/09sdmz;/award/award_category/nominees./award/award_nomination/nominated_for;/m/09gq0x5;0;0
/m/09sdmz;/award/award_category/nominees./award/award_nomination/nominated_for;/m/011yn5;0;0
/m/02ghq;/people/person/profession;/m/01d_h8;0;0
